IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.204.120,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.26
8.219.126.3,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.26
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,57,8.26
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,63,8.26
47.74.23.99,2083,2083,true,NRT,Asia Pacific,Tokyo,159,8.26
47.236.116.26,443,443,true,SIN,Asia Pacific,Singapore,105,8.26
47.74.41.87,2096,2096,true,NRT,Asia Pacific,Tokyo,265,8.26
8.219.241.189,2083,2083,true,SIN,Asia Pacific,Singapore,115,8.25
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,8.25
47.74.34.38,2082,2082,false,NRT,Asia Pacific,Tokyo,76,8.25
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,73,8.24
8.219.235.164,2095,2095,false,SIN,Asia Pacific,Singapore,21,8.24
47.74.23.99,2086,2086,false,NRT,Asia Pacific,Tokyo,95,8.24
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,113,8.24
47.74.22.171,2083,2083,true,NRT,Asia Pacific,Tokyo,116,8.23
8.222.138.164,8443,8443,true,SIN,Asia Pacific,Singapore,20,8.23
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,8.23
8.219.134.117,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.23
47.245.10.77,2052,2052,false,NRT,Asia Pacific,Tokyo,80,8.23
47.245.58.175,2053,2053,true,NRT,Asia Pacific,Tokyo,80,8.23
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,8.23
47.74.0.183,8080,8080,false,NRT,Asia Pacific,Tokyo,111,8.23
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,9,8.23
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,117,8.22
8.219.197.111,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.22
8.219.215.12,8443,8443,true,SIN,Asia Pacific,Singapore,100,8.22
8.222.198.105,2095,0,false,SIN,Asia Pacific,Singapore,3,8.22
8.219.209.14,2083,2083,true,SIN,Asia Pacific,Singapore,89,8.22
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,16,8.22
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,8.21
8.218.127.249,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,8.21
8.219.208.69,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.20
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.20
47.74.15.120,8080,8080,false,NRT,Asia Pacific,Tokyo,110,8.20
47.74.34.73,8080,8080,false,NRT,Asia Pacific,Tokyo,102,8.20
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,108,8.20
47.245.54.98,2082,2082,false,NRT,Asia Pacific,Tokyo,78,8.20
8.219.228.193,2087,2087,true,SIN,Asia Pacific,Singapore,70,8.20
8.209.243.172,2053,2053,true,NRT,Asia Pacific,Tokyo,74,8.19
8.219.255.171,2087,2087,true,SIN,Asia Pacific,Singapore,111,8.19
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,4,8.19
47.74.15.120,2086,2086,false,NRT,Asia Pacific,Tokyo,87,8.19
8.219.60.68,443,443,true,SIN,Asia Pacific,Singapore,88,8.19
47.245.59.244,2096,2096,true,NRT,Asia Pacific,Tokyo,173,8.19
8.222.208.38,2087,2087,true,SIN,Asia Pacific,Singapore,84,8.19
47.245.10.77,80,80,false,NRT,Asia Pacific,Tokyo,76,8.18
8.219.222.8,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.18
47.74.52.188,2053,2053,true,NRT,Asia Pacific,Tokyo,129,8.18
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,8.18
47.74.0.183,2095,2095,false,NRT,Asia Pacific,Tokyo,93,8.17
47.245.1.168,2095,2095,false,NRT,Asia Pacific,Tokyo,80,8.17
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,8.17
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.17
47.74.26.132,2096,2096,true,NRT,Asia Pacific,Tokyo,84,8.16
8.209.214.157,8443,8443,true,NRT,Asia Pacific,Tokyo,156,8.16
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,117,8.16
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,138,8.16
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,18,8.16
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,81,8.15
8.219.241.189,2082,2082,false,SIN,Asia Pacific,Singapore,13,8.15
8.219.77.91,2053,2053,true,SIN,Asia Pacific,Singapore,43,8.15
47.74.23.99,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.15
47.74.42.17,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.15
8.219.213.84,2083,2083,true,SIN,Asia Pacific,Singapore,131,8.15
47.74.15.80,2095,2095,false,NRT,Asia Pacific,Tokyo,81,8.14
8.219.186.189,80,80,false,SIN,Asia Pacific,Singapore,9,8.14
47.236.7.246,2096,2096,true,SIN,Asia Pacific,Singapore,59,8.14
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,49,8.14
8.219.193.202,2087,2087,true,SIN,Asia Pacific,Singapore,115,8.14
47.245.39.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,162,8.14
8.219.241.189,443,443,true,SIN,Asia Pacific,Singapore,84,8.13
47.245.10.123,2096,2096,true,NRT,Asia Pacific,Tokyo,181,8.13
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,20,8.13
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,75,8.13
47.245.4.22,8443,8443,true,HKG,Asia Pacific,Hong Kong,179,8.13
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,8.12
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,55,8.12
8.222.224.162,2096,2096,true,SIN,Asia Pacific,Singapore,78,8.12
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,136,8.12
8.222.144.219,2096,2096,true,SIN,Asia Pacific,Singapore,120,8.12
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,108,8.11
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.11
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.10
47.245.4.22,2082,2082,false,HKG,Asia Pacific,Hong Kong,154,8.10
8.219.104.242,8080,8080,false,SIN,Asia Pacific,Singapore,32,8.10
8.219.66.156,2095,2095,false,SIN,Asia Pacific,Singapore,30,8.09
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,101,8.09
47.74.27.94,8443,8443,true,NRT,Asia Pacific,Tokyo,117,8.09
47.74.15.117,2083,2083,true,NRT,Asia Pacific,Tokyo,212,8.09
8.209.246.24,8443,8443,true,NRT,Asia Pacific,Tokyo,78,8.09
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,114,8.09
47.245.10.123,2083,2083,true,NRT,Asia Pacific,Tokyo,143,8.08
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,161,8.08
8.219.151.193,2096,2096,true,SIN,Asia Pacific,Singapore,73,8.08
47.245.37.89,2087,2087,true,NRT,Asia Pacific,Tokyo,105,8.08
8.219.93.85,2086,0,false,SIN,Asia Pacific,Singapore,17,8.08
47.74.3.2,2083,2083,true,NRT,Asia Pacific,Tokyo,136,8.08
47.74.14.85,8880,8880,false,NRT,Asia Pacific,Tokyo,85,8.08
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.08
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.08
47.74.26.132,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.07
47.74.16.67,8443,8443,true,NRT,Asia Pacific,Tokyo,155,8.07
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,129,8.07
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,132,8.07
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,238,8.06
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,8.06
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.06
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.06
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,118,8.06
8.209.243.99,80,80,false,NRT,Asia Pacific,Tokyo,84,8.05
8.219.249.38,2053,2053,true,SIN,Asia Pacific,Singapore,94,8.05
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,179,8.05
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,53,8.04
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.03
47.245.54.98,2087,2087,true,NRT,Asia Pacific,Tokyo,146,8.03
8.209.240.227,8880,8880,false,NRT,Asia Pacific,Tokyo,85,8.03
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.03
8.219.129.38,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.03
47.245.6.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,172,8.02
47.74.13.239,2086,2086,false,NRT,Asia Pacific,Tokyo,101,8.02
8.219.73.21,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.02
47.74.40.13,2087,2087,true,NRT,Asia Pacific,Tokyo,165,8.02
8.222.221.109,2053,2053,true,SIN,Asia Pacific,Singapore,75,8.02
8.219.115.215,2096,2096,true,SIN,Asia Pacific,Singapore,69,8.01
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.01
8.219.206.53,8080,8080,false,SIN,Asia Pacific,Singapore,34,8.01
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,90,8.00
8.209.240.229,80,80,false,NRT,Asia Pacific,Tokyo,75,8.00
8.218.119.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,8.00
8.209.255.195,2053,2053,true,HKG,Asia Pacific,Hong Kong,220,8.00
47.245.15.39,2083,2083,true,NRT,Asia Pacific,Tokyo,106,8.00
47.74.8.238,2086,2086,false,NRT,Asia Pacific,Tokyo,74,8.00
47.245.52.153,2086,2086,false,NRT,Asia Pacific,Tokyo,79,7.99
47.245.37.125,2087,2087,true,NRT,Asia Pacific,Tokyo,106,7.99
8.219.255.171,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.99
8.219.213.84,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.99
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,38,7.98
8.219.201.174,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.98
47.74.26.132,8080,8080,false,NRT,Asia Pacific,Tokyo,98,7.98
8.219.170.58,2096,2096,true,SIN,Asia Pacific,Singapore,107,7.97
47.91.21.149,2052,2052,false,NRT,Asia Pacific,Tokyo,75,7.97
47.74.26.132,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.97
47.236.94.113,2052,2052,false,SIN,Asia Pacific,Singapore,53,7.97
47.74.11.132,8080,8080,false,NRT,Asia Pacific,Tokyo,77,7.97
47.74.34.73,80,80,false,NRT,Asia Pacific,Tokyo,84,7.97
47.74.15.80,2052,2052,false,NRT,Asia Pacific,Tokyo,80,7.97
47.74.13.23,2083,2083,true,NRT,Asia Pacific,Tokyo,200,7.97
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.97
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,163,7.97
8.222.129.245,2086,2086,false,SIN,Asia Pacific,Singapore,30,7.96
47.91.3.135,8443,8443,true,NRT,Asia Pacific,Tokyo,108,7.96
47.245.37.41,2083,2083,true,NRT,Asia Pacific,Tokyo,94,7.96
8.219.215.214,2053,2053,true,SIN,Asia Pacific,Singapore,36,7.96
8.219.197.111,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.96
8.219.134.117,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.96
47.243.70.197,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,7.96
8.218.158.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,7.95
47.245.54.98,2053,2053,true,NRT,Asia Pacific,Tokyo,194,7.95
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.95
47.236.119.253,2082,2082,false,SIN,Asia Pacific,Singapore,39,7.95
47.74.5.99,8880,8880,false,NRT,Asia Pacific,Tokyo,95,7.95
47.245.9.99,2096,2096,true,NRT,Asia Pacific,Tokyo,86,7.94
47.245.33.158,2083,2083,true,NRT,Asia Pacific,Tokyo,133,7.94
47.74.9.174,8443,8443,true,NRT,Asia Pacific,Tokyo,281,7.94
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.94
8.209.243.99,2087,2087,true,NRT,Asia Pacific,Tokyo,138,7.94
47.245.53.50,2083,2083,true,NRT,Asia Pacific,Tokyo,163,7.94
47.74.22.171,80,80,false,NRT,Asia Pacific,Tokyo,85,7.93
47.74.9.174,2096,2096,true,NRT,Asia Pacific,Tokyo,199,7.93
47.91.19.249,8880,8880,false,NRT,Asia Pacific,Tokyo,87,7.93
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,116,7.93
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.93
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,158,7.93
47.236.94.109,2083,2083,true,SIN,Asia Pacific,Singapore,57,7.93
47.74.13.94,8080,8080,false,NRT,Asia Pacific,Tokyo,79,7.93
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,45,7.92
47.74.3.2,80,80,false,NRT,Asia Pacific,Tokyo,95,7.92
47.245.30.208,2087,2087,true,NRT,Asia Pacific,Tokyo,87,7.92
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,107,7.92
47.245.12.38,2086,2086,false,NRT,Asia Pacific,Tokyo,80,7.91
47.245.33.158,2086,2086,false,NRT,Asia Pacific,Tokyo,99,7.91
8.222.152.165,80,80,false,SIN,Asia Pacific,Singapore,9,7.91
8.219.206.53,2086,2086,false,SIN,Asia Pacific,Singapore,36,7.91
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,39,7.91
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,7.91
47.236.114.167,2083,2083,true,SIN,Asia Pacific,Singapore,53,7.91
8.209.243.137,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.91
8.222.198.105,2082,2082,false,SIN,Asia Pacific,Singapore,20,7.91
8.219.247.203,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.91
47.245.37.125,2053,2053,true,NRT,Asia Pacific,Tokyo,112,7.90
8.222.129.32,8443,8443,true,SIN,Asia Pacific,Singapore,99,7.90
8.219.208.69,2087,2087,true,SIN,Asia Pacific,Singapore,91,7.90
47.74.36.154,2087,2087,true,NRT,Asia Pacific,Tokyo,122,7.90
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,10,7.89
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,7.89
47.245.33.158,2087,2087,true,NRT,Asia Pacific,Tokyo,225,7.88
8.209.214.157,2083,2083,true,NRT,Asia Pacific,Tokyo,114,7.88
8.209.212.5,8880,8880,false,NRT,Asia Pacific,Tokyo,84,7.88
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,131,7.88
47.74.27.151,8880,8880,false,NRT,Asia Pacific,Tokyo,84,7.88
47.236.82.218,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.87
8.218.181.189,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,7.87
47.74.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,103,7.87
47.245.40.161,2096,2096,true,NRT,Asia Pacific,Tokyo,106,7.87
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,100,7.87
47.91.21.107,2087,2087,true,NRT,Asia Pacific,Tokyo,127,7.87
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.87
47.74.23.99,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.87
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,63,7.86
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,52,7.86
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,90,7.86
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,7.86
47.245.11.108,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.86
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.86
8.219.248.170,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.86
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,3,7.86
47.74.37.50,8443,8443,true,NRT,Asia Pacific,Tokyo,194,7.86
8.219.107.199,2096,2096,true,SIN,Asia Pacific,Singapore,67,7.85
47.245.52.165,8080,8080,false,NRT,Asia Pacific,Tokyo,81,7.85
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.84
8.219.193.22,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.84
47.243.70.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.84
8.219.77.91,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.84
47.245.34.140,2053,2053,true,NRT,Asia Pacific,Tokyo,116,7.84
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,67,7.83
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,103,7.83
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,55,7.83
8.209.240.227,2082,2082,false,NRT,Asia Pacific,Tokyo,74,7.83
47.245.34.36,2096,2096,true,NRT,Asia Pacific,Tokyo,117,7.83
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,7.83
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,57,7.82
47.245.37.94,2053,2053,true,NRT,Asia Pacific,Tokyo,135,7.82
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,7.82
47.74.41.87,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.82
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,105,7.81
47.74.42.17,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.81
47.245.10.156,2052,2052,false,NRT,Asia Pacific,Tokyo,96,7.81
47.245.41.169,2082,2082,false,NRT,Asia Pacific,Tokyo,73,7.81
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,117,7.81
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,116,7.81
47.74.13.200,2083,2083,true,NRT,Asia Pacific,Tokyo,205,7.80
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.80
47.245.33.163,8880,8880,false,NRT,Asia Pacific,Tokyo,98,7.80
47.74.22.171,2052,2052,false,NRT,Asia Pacific,Tokyo,84,7.80
8.209.243.137,2052,2052,false,NRT,Asia Pacific,Tokyo,82,7.80
8.219.60.54,2087,2087,true,SIN,Asia Pacific,Singapore,57,7.80
47.245.89.102,8443,8443,true,SIN,Asia Pacific,Singapore,8,7.79
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,123,7.79
47.245.40.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,168,7.79
8.209.200.73,2052,2052,false,NRT,Asia Pacific,Tokyo,79,7.79
47.245.3.137,2053,2053,true,NRT,Asia Pacific,Tokyo,110,7.79
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,140,7.79
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,145,7.79
8.222.249.98,2087,2087,true,SIN,Asia Pacific,Singapore,102,7.79
47.74.5.150,2053,2053,true,NRT,Asia Pacific,Tokyo,220,7.79
8.219.206.180,2087,2087,true,SIN,Asia Pacific,Singapore,73,7.79
8.219.228.157,443,443,true,SIN,Asia Pacific,Singapore,79,7.79
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,7.79
8.219.173.239,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.79
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,35,7.79
8.219.175.127,2095,2095,false,SIN,Asia Pacific,Singapore,27,7.79
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,99,7.78
8.209.240.229,2052,2052,false,NRT,Asia Pacific,Tokyo,84,7.78
8.209.214.157,2087,2087,true,NRT,Asia Pacific,Tokyo,81,7.77
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,97,7.77
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,56,7.77
8.219.193.22,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.77
47.245.52.153,2096,2096,true,NRT,Asia Pacific,Tokyo,76,7.76
47.245.40.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,164,7.76
8.219.228.193,2096,2096,true,SIN,Asia Pacific,Singapore,96,7.76
47.245.55.235,2096,2096,true,NRT,Asia Pacific,Tokyo,93,7.75
47.245.4.22,2095,2095,false,HKG,Asia Pacific,Hong Kong,193,7.75
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,95,7.75
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,41,7.75
8.219.253.18,2096,2096,true,SIN,Asia Pacific,Singapore,61,7.75
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,56,7.75
47.74.13.23,2053,2053,true,NRT,Asia Pacific,Tokyo,203,7.75
8.222.248.188,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.75
47.74.52.104,2087,2087,true,NRT,Asia Pacific,Tokyo,98,7.75
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,162,7.75
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,121,7.74
47.245.8.185,2086,2086,false,NRT,Asia Pacific,Tokyo,91,7.74
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.74
47.91.15.247,2096,2096,true,NRT,Asia Pacific,Tokyo,112,7.74
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.74
8.219.222.8,8443,8443,true,SIN,Asia Pacific,Singapore,148,7.73
8.219.173.239,2095,2095,false,SIN,Asia Pacific,Singapore,3,7.73
47.245.14.216,8443,8443,true,NRT,Asia Pacific,Tokyo,125,7.73
47.245.34.140,8443,8443,true,NRT,Asia Pacific,Tokyo,94,7.73
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,80,7.72
47.245.54.98,2083,2083,true,NRT,Asia Pacific,Tokyo,188,7.72
47.91.16.214,2053,2053,true,NRT,Asia Pacific,Tokyo,113,7.72
8.219.6.157,80,80,false,SIN,Asia Pacific,Singapore,17,7.72
47.236.4.129,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.72
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,168,7.72
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,155,7.71
8.219.208.69,8443,8443,true,SIN,Asia Pacific,Singapore,7,7.71
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.71
47.245.59.243,2087,2087,true,NRT,Asia Pacific,Tokyo,98,7.70
47.245.8.68,8880,8880,false,NRT,Asia Pacific,Tokyo,78,7.70
47.243.161.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,7.70
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,7.70
47.245.38.233,2096,2096,true,NRT,Asia Pacific,Tokyo,115,7.70
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,102,7.70
47.245.52.240,2052,2052,false,NRT,Asia Pacific,Tokyo,85,7.69
47.245.37.37,2083,2083,true,NRT,Asia Pacific,Tokyo,202,7.69
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.68
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,66,7.68
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,86,7.68
8.210.250.120,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,7.68
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,7.68
47.91.22.115,2052,2052,false,NRT,Asia Pacific,Tokyo,82,7.68
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,76,7.67
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,2,7.67
47.245.10.123,2086,2086,false,NRT,Asia Pacific,Tokyo,90,7.67
8.222.221.86,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.67
47.245.40.161,2082,2082,false,NRT,Asia Pacific,Tokyo,95,7.67
47.245.10.164,2096,2096,true,NRT,Asia Pacific,Tokyo,173,7.67
47.245.39.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,228,7.67
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.67
47.74.15.120,2083,2083,true,NRT,Asia Pacific,Tokyo,199,7.67
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,7.66
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,93,7.66
47.245.37.94,2082,2082,false,NRT,Asia Pacific,Tokyo,83,7.66
47.245.37.89,2096,2096,true,NRT,Asia Pacific,Tokyo,105,7.66
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,61,7.65
8.219.126.3,2087,2087,true,SIN,Asia Pacific,Singapore,85,7.65
8.219.70.117,2083,2083,true,SIN,Asia Pacific,Singapore,103,7.65
47.245.7.212,2053,2053,true,NRT,Asia Pacific,Tokyo,151,7.65
47.236.19.51,2087,2087,true,SIN,Asia Pacific,Singapore,46,7.65
47.74.23.99,2083,2083,true,NRT,Asia Pacific,Tokyo,206,7.64
47.245.9.99,8443,8443,true,NRT,Asia Pacific,Tokyo,114,7.64
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,7.64
47.245.82.78,2083,2083,true,SIN,Asia Pacific,Singapore,55,7.64
47.74.49.121,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.63
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.63
47.245.37.29,2082,2082,false,NRT,Asia Pacific,Tokyo,81,7.63
47.245.4.22,2087,2087,true,HKG,Asia Pacific,Hong Kong,182,7.63
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.63
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,116,7.63
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,14,7.63
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,7.62
8.222.136.196,2095,2095,false,SIN,Asia Pacific,Singapore,44,7.62
47.74.4.47,2087,2087,true,NRT,Asia Pacific,Tokyo,211,7.62
47.74.5.233,80,80,false,NRT,Asia Pacific,Tokyo,78,7.62
8.219.209.14,8443,8443,true,SIN,Asia Pacific,Singapore,88,7.62
8.209.243.99,8443,8443,true,NRT,Asia Pacific,Tokyo,88,7.62
8.219.228.157,2096,2096,true,SIN,Asia Pacific,Singapore,53,7.61
47.245.52.153,2087,2087,true,NRT,Asia Pacific,Tokyo,153,7.61
47.74.5.99,2096,2096,true,NRT,Asia Pacific,Tokyo,185,7.61
47.245.41.84,2096,2096,true,NRT,Asia Pacific,Tokyo,73,7.61
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,7.61
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.61
