IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.109.252,2052,2052,false,NRT,Asia Pacific,Tokyo,100,10.24
138.2.6.15,2087,2087,true,NRT,Asia Pacific,Tokyo,128,10.24
158.101.149.52,2086,2086,false,NRT,Asia Pacific,Tokyo,100,10.23
168.138.192.185,8443,8443,true,NRT,Asia Pacific,Tokyo,88,10.23
130.162.181.135,443,443,true,FRA,Europe,Frankfurt,246,10.23
141.147.32.194,443,443,true,FRA,Europe,Frankfurt,167,10.22
150.230.23.179,443,443,true,FRA,Europe,Frankfurt,176,10.22
168.138.206.68,2095,2095,false,NRT,Asia Pacific,Tokyo,112,10.22
168.138.192.185,2082,2082,false,NRT,Asia Pacific,Tokyo,111,10.21
168.138.215.188,8443,8443,true,NRT,Asia Pacific,Tokyo,97,10.21
150.230.101.125,2053,2053,true,NRT,Asia Pacific,Tokyo,100,10.21
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,104,10.21
150.230.106.21,2052,2052,false,NRT,Asia Pacific,Tokyo,97,10.20
168.138.196.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,146,10.20
140.238.60.177,2053,2053,true,NRT,Asia Pacific,Tokyo,100,10.20
151.145.68.166,2052,2052,false,NRT,Asia Pacific,Tokyo,113,10.19
141.147.87.19,443,443,true,FRA,Europe,Frankfurt,190,10.19
150.230.107.94,80,80,false,NRT,Asia Pacific,Tokyo,81,10.19
150.230.101.125,8880,8880,false,NRT,Asia Pacific,Tokyo,96,10.18
141.144.201.34,443,443,true,AMS,Europe,Amsterdam,158,10.18
151.145.68.166,2083,2083,true,NRT,Asia Pacific,Tokyo,111,10.17
152.67.150.228,443,443,true,FRA,Europe,Frankfurt,186,10.16
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,112,10.16
141.144.206.86,443,443,true,FRA,Europe,Frankfurt,192,10.14
150.230.98.39,8080,8080,false,NRT,Asia Pacific,Tokyo,113,10.14
143.47.176.127,443,443,true,FRA,Europe,Frankfurt,172,10.13
138.2.10.251,2087,2087,true,NRT,Asia Pacific,Tokyo,81,10.12
131.186.38.135,2083,2083,true,NRT,Asia Pacific,Tokyo,103,10.12
131.186.35.189,8080,8080,false,NRT,Asia Pacific,Tokyo,108,10.12
131.186.37.49,2087,2087,true,NRT,Asia Pacific,Tokyo,113,10.12
141.147.160.221,2087,2087,true,NRT,Asia Pacific,Tokyo,99,10.12
140.238.54.164,2086,2086,false,NRT,Asia Pacific,Tokyo,97,10.12
141.147.68.10,443,443,true,FRA,Europe,Frankfurt,227,10.11
138.2.20.230,2082,2082,false,NRT,Asia Pacific,Tokyo,198,10.11
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,99,10.11
141.147.183.96,80,80,false,NRT,Asia Pacific,Tokyo,99,10.10
141.147.119.174,443,443,true,LHR,Europe,London,184,10.08
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,105,10.07
150.230.97.239,2083,2083,true,NRT,Asia Pacific,Tokyo,129,10.07
150.230.97.239,2082,2082,false,NRT,Asia Pacific,Tokyo,87,10.07
140.238.62.12,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.06
168.138.192.185,8880,8880,false,NRT,Asia Pacific,Tokyo,98,10.06
141.147.160.86,2082,2082,false,NRT,Asia Pacific,Tokyo,96,10.04
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,96,10.04
150.230.219.83,8880,8880,false,NRT,Asia Pacific,Tokyo,100,10.04
141.147.168.13,80,80,false,NRT,Asia Pacific,Tokyo,100,10.04
138.2.8.232,2087,2087,true,NRT,Asia Pacific,Tokyo,104,10.04
168.138.213.210,2082,2082,false,NRT,Asia Pacific,Tokyo,96,10.03
141.147.178.202,2053,2053,true,NRT,Asia Pacific,Tokyo,131,10.03
150.230.214.218,2052,2052,false,NRT,Asia Pacific,Tokyo,99,10.03
158.101.140.154,2053,2053,true,NRT,Asia Pacific,Tokyo,123,10.03
150.230.207.53,2086,2086,false,NRT,Asia Pacific,Tokyo,98,10.03
158.101.137.96,2083,2083,true,NRT,Asia Pacific,Tokyo,153,10.02
131.186.37.191,2082,2082,false,NRT,Asia Pacific,Tokyo,106,10.01
158.178.156.206,443,443,true,FRA,Europe,Frankfurt,177,10.01
138.2.12.32,8880,8880,false,NRT,Asia Pacific,Tokyo,107,10.00
141.147.181.148,2096,2096,true,NRT,Asia Pacific,Tokyo,109,10.00
168.138.206.109,2095,2095,false,NRT,Asia Pacific,Tokyo,106,10.00
141.144.229.245,443,443,true,CDG,Europe,Paris,165,10.00
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,216,10.00
158.179.183.2,2086,2086,false,NRT,Asia Pacific,Tokyo,105,10.00
158.179.188.175,2083,2083,true,NRT,Asia Pacific,Tokyo,105,9.99
141.148.237.132,443,443,true,FRA,Europe,Frankfurt,177,9.99
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,111,9.99
140.238.52.81,2053,2053,true,NRT,Asia Pacific,Tokyo,236,9.99
168.138.205.38,8880,8880,false,NRT,Asia Pacific,Tokyo,96,9.99
140.238.36.216,8443,8443,true,NRT,Asia Pacific,Tokyo,99,9.98
140.238.54.182,80,80,false,NRT,Asia Pacific,Tokyo,98,9.98
150.230.216.34,8443,8443,true,NRT,Asia Pacific,Tokyo,151,9.98
151.145.71.127,80,80,false,NRT,Asia Pacific,Tokyo,78,9.98
158.101.140.154,2052,2052,false,NRT,Asia Pacific,Tokyo,109,9.97
158.101.152.221,2053,2053,true,NRT,Asia Pacific,Tokyo,101,9.96
141.147.116.218,443,443,true,FRA,Europe,Frankfurt,234,9.96
89.168.112.15,443,443,true,AMS,Europe,Amsterdam,251,9.96
168.138.192.185,8080,8080,false,NRT,Asia Pacific,Tokyo,101,9.96
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,94,9.96
140.238.35.195,2096,2096,true,NRT,Asia Pacific,Tokyo,150,9.96
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,106,9.96
150.230.107.94,2053,2053,true,NRT,Asia Pacific,Tokyo,77,9.96
130.162.183.202,443,443,true,CDG,Europe,Paris,177,9.96
168.138.205.38,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.95
138.2.29.250,8880,8880,false,NRT,Asia Pacific,Tokyo,100,9.94
138.2.11.179,2053,2053,true,NRT,Asia Pacific,Tokyo,122,9.94
158.179.189.235,8080,8080,false,NRT,Asia Pacific,Tokyo,102,9.94
140.238.54.182,8880,8880,false,NRT,Asia Pacific,Tokyo,104,9.94
151.145.69.105,2052,2052,false,HKG,Asia Pacific,Hong Kong,133,9.93
140.238.35.195,8080,8080,false,NRT,Asia Pacific,Tokyo,109,9.93
140.238.50.99,2096,2096,true,NRT,Asia Pacific,Tokyo,125,9.93
138.2.25.122,2096,2096,true,NRT,Asia Pacific,Tokyo,103,9.92
140.238.44.118,2083,2083,true,NRT,Asia Pacific,Tokyo,177,9.92
140.238.39.21,2087,2087,true,NRT,Asia Pacific,Tokyo,106,9.92
140.238.61.224,2053,2053,true,NRT,Asia Pacific,Tokyo,106,9.92
141.147.186.210,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.91
158.101.136.239,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.91
151.145.71.127,8443,8443,true,NRT,Asia Pacific,Tokyo,103,9.91
138.2.0.217,2087,2087,true,NRT,Asia Pacific,Tokyo,127,9.91
140.238.40.136,8880,8880,false,NRT,Asia Pacific,Tokyo,103,9.91
140.238.36.216,2096,2096,true,NRT,Asia Pacific,Tokyo,119,9.90
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,77,9.90
150.230.101.125,8443,8443,true,NRT,Asia Pacific,Tokyo,100,9.90
140.238.60.71,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.90
140.238.54.166,2083,2083,true,NRT,Asia Pacific,Tokyo,110,9.89
140.238.35.78,2096,2096,true,NRT,Asia Pacific,Tokyo,143,9.89
150.230.105.53,2082,2082,false,NRT,Asia Pacific,Tokyo,79,9.89
141.147.182.70,8880,8880,false,NRT,Asia Pacific,Tokyo,89,9.89
158.178.155.156,443,443,true,FRA,Europe,Frankfurt,193,9.88
129.159.204.254,443,443,true,FRA,Europe,Frankfurt,212,9.88
150.230.105.53,2087,2087,true,NRT,Asia Pacific,Tokyo,123,9.88
150.230.107.197,2052,2052,false,NRT,Asia Pacific,Tokyo,96,9.88
168.138.212.184,8880,8880,false,NRT,Asia Pacific,Tokyo,99,9.88
150.230.106.21,2086,2086,false,NRT,Asia Pacific,Tokyo,97,9.88
141.148.226.140,443,443,true,FRA,Europe,Frankfurt,193,9.87
140.238.52.141,8443,8443,true,NRT,Asia Pacific,Tokyo,76,9.87
158.179.188.175,2087,2087,true,NRT,Asia Pacific,Tokyo,104,9.87
89.168.122.100,443,443,true,CDG,Europe,Paris,168,9.86
168.138.213.210,2053,2053,true,NRT,Asia Pacific,Tokyo,101,9.86
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.86
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,84,9.86
150.230.98.39,2053,2053,true,NRT,Asia Pacific,Tokyo,100,9.86
140.238.52.141,2052,2052,false,NRT,Asia Pacific,Tokyo,98,9.85
140.238.61.78,8880,8880,false,NRT,Asia Pacific,Tokyo,109,9.85
168.138.196.237,80,80,false,NRT,Asia Pacific,Tokyo,96,9.84
168.138.206.68,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.84
141.147.160.221,2082,2082,false,NRT,Asia Pacific,Tokyo,98,9.84
140.238.41.167,2095,2095,false,NRT,Asia Pacific,Tokyo,80,9.84
129.159.241.135,443,443,true,FRA,Europe,Frankfurt,167,9.84
140.238.54.182,2087,2087,true,NRT,Asia Pacific,Tokyo,129,9.83
140.238.44.118,80,80,false,NRT,Asia Pacific,Tokyo,94,9.83
150.230.112.75,443,443,true,FRA,Europe,Frankfurt,200,9.83
138.2.158.153,443,443,true,FRA,Europe,Frankfurt,165,9.83
141.147.166.189,2095,2095,false,NRT,Asia Pacific,Tokyo,107,9.83
131.186.37.191,2087,2087,true,NRT,Asia Pacific,Tokyo,102,9.82
140.238.39.21,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.82
141.147.93.194,443,443,true,CDG,Europe,Paris,204,9.82
141.147.169.195,80,80,false,NRT,Asia Pacific,Tokyo,103,9.81
152.67.133.11,443,443,true,FRA,Europe,Frankfurt,205,9.81
150.230.107.94,8880,8880,false,NRT,Asia Pacific,Tokyo,99,9.81
140.238.48.97,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.79
141.147.85.158,443,443,true,FRA,Europe,Frankfurt,186,9.79
138.2.20.48,2096,2096,true,NRT,Asia Pacific,Tokyo,100,9.78
141.147.174.7,2082,2082,false,NRT,Asia Pacific,Tokyo,108,9.78
158.179.189.235,8880,8880,false,NRT,Asia Pacific,Tokyo,76,9.78
150.230.212.87,2082,2082,false,NRT,Asia Pacific,Tokyo,96,9.77
141.147.118.100,443,443,true,EWR,North America,Newark,190,9.77
140.238.54.184,80,80,false,NRT,Asia Pacific,Tokyo,100,9.76
168.138.198.202,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.75
158.179.190.253,80,80,false,NRT,Asia Pacific,Tokyo,83,9.75
158.179.183.2,2083,2083,true,NRT,Asia Pacific,Tokyo,116,9.74
141.147.167.44,2095,2095,false,NRT,Asia Pacific,Tokyo,98,9.74
150.230.109.138,2052,2052,false,NRT,Asia Pacific,Tokyo,104,9.73
144.21.32.0,443,443,true,FRA,Europe,Frankfurt,183,9.73
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,75,9.72
140.238.50.32,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.72
158.178.153.132,443,443,true,FRA,Europe,Frankfurt,195,9.72
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,116,9.72
158.179.188.7,8880,8880,false,NRT,Asia Pacific,Tokyo,112,9.71
168.138.200.159,80,80,false,NRT,Asia Pacific,Tokyo,75,9.70
168.138.200.155,8443,8443,true,NRT,Asia Pacific,Tokyo,77,9.70
158.101.149.81,80,80,false,NRT,Asia Pacific,Tokyo,98,9.70
158.101.159.212,8880,8880,false,NRT,Asia Pacific,Tokyo,81,9.70
140.238.46.138,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.70
131.186.34.244,8443,8443,true,NRT,Asia Pacific,Tokyo,101,9.67
150.230.107.197,8080,8080,false,NRT,Asia Pacific,Tokyo,103,9.67
141.147.167.40,2083,2083,true,NRT,Asia Pacific,Tokyo,118,9.65
140.238.62.12,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.64
141.147.166.189,2083,2083,true,NRT,Asia Pacific,Tokyo,105,9.64
131.186.37.191,80,80,false,NRT,Asia Pacific,Tokyo,99,9.64
150.230.107.197,2096,2096,true,NRT,Asia Pacific,Tokyo,115,9.64
138.2.6.15,8880,8880,false,NRT,Asia Pacific,Tokyo,112,9.63
168.138.212.40,2052,2052,false,NRT,Asia Pacific,Tokyo,86,9.63
138.2.13.133,2083,2083,true,NRT,Asia Pacific,Tokyo,107,9.63
138.2.13.200,8443,8443,true,NRT,Asia Pacific,Tokyo,159,9.63
168.138.212.175,8443,8443,true,NRT,Asia Pacific,Tokyo,109,9.63
144.21.32.114,443,443,true,FRA,Europe,Frankfurt,181,9.63
140.238.39.33,2096,2096,true,NRT,Asia Pacific,Tokyo,105,9.63
141.147.86.157,443,443,true,EWR,North America,Newark,215,9.63
193.122.52.132,443,443,true,CDG,Europe,Paris,185,9.62
168.138.212.74,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.62
141.147.76.118,443,443,true,FRA,Europe,Frankfurt,175,9.62
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,98,9.62
158.101.137.96,8443,8443,true,NRT,Asia Pacific,Tokyo,132,9.61
138.2.13.133,2096,2096,true,NRT,Asia Pacific,Tokyo,101,9.61
158.101.152.221,8880,8880,false,NRT,Asia Pacific,Tokyo,99,9.61
131.186.38.135,2087,2087,true,NRT,Asia Pacific,Tokyo,77,9.61
141.147.169.195,2087,2087,true,NRT,Asia Pacific,Tokyo,110,9.61
140.238.54.149,8080,8080,false,NRT,Asia Pacific,Tokyo,77,9.61
158.101.155.158,2082,2082,false,NRT,Asia Pacific,Tokyo,97,9.60
138.2.18.11,8080,8080,false,NRT,Asia Pacific,Tokyo,97,9.59
143.47.225.241,443,443,true,FRA,Europe,Frankfurt,173,9.59
158.179.178.145,80,80,false,NRT,Asia Pacific,Tokyo,116,9.59
84.235.171.80,443,443,true,AMS,Europe,Amsterdam,208,9.59
158.101.149.52,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.58
168.138.194.121,80,80,false,NRT,Asia Pacific,Tokyo,75,9.58
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,97,9.58
131.186.37.69,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.58
168.138.207.64,2082,2082,false,NRT,Asia Pacific,Tokyo,98,9.58
138.2.0.217,8880,8880,false,NRT,Asia Pacific,Tokyo,96,9.58
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,140,9.57
168.138.206.68,2082,2082,false,NRT,Asia Pacific,Tokyo,110,9.57
168.138.206.68,8880,8880,false,NRT,Asia Pacific,Tokyo,84,9.57
140.238.54.164,8443,8443,true,NRT,Asia Pacific,Tokyo,130,9.57
138.2.9.66,2083,2083,true,NRT,Asia Pacific,Tokyo,96,9.57
158.101.149.52,8080,8080,false,NRT,Asia Pacific,Tokyo,96,9.57
158.101.149.52,2082,2082,false,NRT,Asia Pacific,Tokyo,76,9.57
140.238.39.87,2053,2053,true,NRT,Asia Pacific,Tokyo,99,9.56
158.179.176.239,2053,2053,true,NRT,Asia Pacific,Tokyo,99,9.56
144.21.37.152,443,443,true,FRA,Europe,Frankfurt,187,9.56
158.179.188.175,2053,2053,true,NRT,Asia Pacific,Tokyo,98,9.56
168.138.195.31,2052,2052,false,NRT,Asia Pacific,Tokyo,99,9.56
168.138.200.159,8443,8443,true,NRT,Asia Pacific,Tokyo,80,9.56
141.148.234.214,443,443,true,FRA,Europe,Frankfurt,193,9.55
150.230.99.173,8443,8443,true,NRT,Asia Pacific,Tokyo,81,9.54
141.147.167.40,2053,2053,true,NRT,Asia Pacific,Tokyo,79,9.54
140.238.41.167,8880,8880,false,NRT,Asia Pacific,Tokyo,87,9.54
168.138.214.62,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.54
140.238.59.255,2095,2095,false,NRT,Asia Pacific,Tokyo,87,9.53
131.186.37.69,2086,2086,false,NRT,Asia Pacific,Tokyo,107,9.53
140.238.52.81,2096,2096,true,NRT,Asia Pacific,Tokyo,123,9.53
168.138.195.31,2086,2086,false,NRT,Asia Pacific,Tokyo,99,9.52
140.238.54.164,2095,2095,false,NRT,Asia Pacific,Tokyo,104,9.52
151.145.66.219,2096,2096,true,NRT,Asia Pacific,Tokyo,103,9.51
84.235.175.180,443,443,true,AMS,Europe,Amsterdam,197,9.51
140.238.54.182,2052,2052,false,NRT,Asia Pacific,Tokyo,97,9.51
140.238.51.184,2086,2086,false,NRT,Asia Pacific,Tokyo,78,9.51
141.147.191.211,2095,2095,false,NRT,Asia Pacific,Tokyo,112,9.49
130.162.167.160,443,443,true,EWR,North America,Newark,176,9.49
131.186.38.135,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.49
158.101.158.238,8080,8080,false,NRT,Asia Pacific,Tokyo,97,9.49
151.145.68.166,2082,2082,false,NRT,Asia Pacific,Tokyo,117,9.48
143.47.187.169,443,443,true,FRA,Europe,Frankfurt,201,9.48
130.162.177.21,443,443,true,FRA,Europe,Frankfurt,182,9.47
168.138.217.146,80,80,false,NRT,Asia Pacific,Tokyo,103,9.47
138.2.20.48,2052,2052,false,NRT,Asia Pacific,Tokyo,196,9.47
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,104,9.47
138.2.14.209,2082,2082,false,NRT,Asia Pacific,Tokyo,101,9.46
158.101.140.255,2087,2087,true,NRT,Asia Pacific,Tokyo,109,9.45
138.2.11.179,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.45
131.186.34.11,80,80,false,NRT,Asia Pacific,Tokyo,101,9.45
158.179.178.142,2096,2096,true,NRT,Asia Pacific,Tokyo,115,9.45
140.238.50.99,8443,8443,true,NRT,Asia Pacific,Tokyo,107,9.44
141.147.175.230,2082,2082,false,NRT,Asia Pacific,Tokyo,100,9.44
158.179.186.138,2086,2086,false,NRT,Asia Pacific,Tokyo,107,9.44
89.168.76.162,443,443,true,FRA,Europe,Frankfurt,170,9.44
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.44
141.144.207.190,443,443,true,FRA,Europe,Frankfurt,184,9.43
140.238.39.33,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.42
138.2.8.232,8880,8880,false,NRT,Asia Pacific,Tokyo,98,9.42
150.230.107.94,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.41
144.21.37.44,443,443,true,EWR,North America,Newark,174,9.41
141.148.232.124,443,443,true,FRA,Europe,Frankfurt,194,9.40
168.138.196.237,2095,2095,false,NRT,Asia Pacific,Tokyo,105,9.40
151.145.68.166,8880,8880,false,NRT,Asia Pacific,Tokyo,113,9.40
131.186.36.248,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.39
168.138.195.31,80,80,false,NRT,Asia Pacific,Tokyo,85,9.38
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,132,9.38
138.2.9.66,2053,2053,true,NRT,Asia Pacific,Tokyo,113,9.38
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,103,9.38
158.101.155.158,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.38
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.38
129.159.241.210,443,443,true,FRA,Europe,Frankfurt,170,9.38
152.70.183.33,443,443,true,FRA,Europe,Frankfurt,177,9.38
158.179.176.239,2086,2086,false,NRT,Asia Pacific,Tokyo,124,9.37
131.186.36.248,2053,2053,true,NRT,Asia Pacific,Tokyo,108,9.37
140.238.35.138,2096,2096,true,NRT,Asia Pacific,Tokyo,116,9.37
150.230.214.218,2096,2096,true,NRT,Asia Pacific,Tokyo,117,9.37
141.147.191.211,2082,2082,false,NRT,Asia Pacific,Tokyo,110,9.37
168.138.192.185,2083,2083,true,NRT,Asia Pacific,Tokyo,78,9.37
138.2.20.230,2087,2087,true,NRT,Asia Pacific,Tokyo,122,9.37
158.101.142.103,2082,2082,false,NRT,Asia Pacific,Tokyo,106,9.36
141.147.167.40,2095,2095,false,NRT,Asia Pacific,Tokyo,96,9.35
138.2.15.8,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.35
158.101.131.218,2096,2096,true,NRT,Asia Pacific,Tokyo,97,9.35
150.230.212.87,2086,2086,false,NRT,Asia Pacific,Tokyo,96,9.34
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,99,9.33
140.238.62.12,2083,2083,true,NRT,Asia Pacific,Tokyo,138,9.33
168.138.196.237,2087,2087,true,NRT,Asia Pacific,Tokyo,99,9.33
158.101.146.165,2095,2095,false,NRT,Asia Pacific,Tokyo,101,9.33
141.147.112.9,443,443,true,CDG,Europe,Paris,189,9.32
158.101.137.74,80,80,false,NRT,Asia Pacific,Tokyo,80,9.32
150.230.101.13,2083,2083,true,NRT,Asia Pacific,Tokyo,111,9.32
158.101.158.238,8880,8880,false,NRT,Asia Pacific,Tokyo,96,9.32
158.101.131.218,80,80,false,NRT,Asia Pacific,Tokyo,107,9.31
140.238.54.166,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.30
158.179.183.2,2052,2052,false,NRT,Asia Pacific,Tokyo,101,9.30
158.179.176.239,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.29
158.101.155.158,2083,2083,true,NRT,Asia Pacific,Tokyo,123,9.29
158.179.188.159,2083,2083,true,NRT,Asia Pacific,Tokyo,75,9.29
141.147.175.230,2096,2096,true,NRT,Asia Pacific,Tokyo,117,9.28
141.147.174.190,2095,2095,false,NRT,Asia Pacific,Tokyo,98,9.28
168.138.211.131,8443,8443,true,NRT,Asia Pacific,Tokyo,103,9.28
150.230.214.218,2082,2082,false,NRT,Asia Pacific,Tokyo,100,9.28
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,102,9.28
141.144.205.55,443,443,true,CDG,Europe,Paris,177,9.27
141.147.178.202,8443,8443,true,NRT,Asia Pacific,Tokyo,105,9.27
140.238.46.138,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.27
89.168.87.174,443,443,true,FRA,Europe,Frankfurt,165,9.27
158.101.144.34,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.26
150.230.222.185,2096,2096,true,NRT,Asia Pacific,Tokyo,106,9.26
143.47.242.39,443,443,true,CDG,Europe,Paris,182,9.26
158.179.183.2,8443,8443,true,NRT,Asia Pacific,Tokyo,138,9.26
158.101.152.221,2087,2087,true,NRT,Asia Pacific,Tokyo,130,9.26
140.238.38.245,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.26
138.2.0.217,2096,2096,true,NRT,Asia Pacific,Tokyo,127,9.24
158.101.143.49,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.24
140.238.51.184,2053,2053,true,NRT,Asia Pacific,Tokyo,86,9.23
140.238.39.33,8443,8443,true,NRT,Asia Pacific,Tokyo,155,9.23
168.138.211.217,8880,8880,false,NRT,Asia Pacific,Tokyo,98,9.23
141.144.198.6,443,443,true,FRA,Europe,Frankfurt,175,9.23
150.230.212.87,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.22
150.230.213.95,8080,8080,false,NRT,Asia Pacific,Tokyo,99,9.22
158.101.137.74,8080,8080,false,NRT,Asia Pacific,Tokyo,108,9.22
140.238.40.136,2052,2052,false,NRT,Asia Pacific,Tokyo,85,9.22
130.162.237.51,443,443,true,FRA,Europe,Frankfurt,184,9.21
150.230.220.232,2095,2095,false,NRT,Asia Pacific,Tokyo,98,9.21
150.230.106.21,2096,2096,true,NRT,Asia Pacific,Tokyo,102,9.21
143.47.228.29,443,443,true,AMS,Europe,Amsterdam,176,9.21
168.138.202.145,8080,8080,false,NRT,Asia Pacific,Tokyo,97,9.20
141.147.186.210,8880,8880,false,NRT,Asia Pacific,Tokyo,104,9.20
150.230.207.53,80,80,false,NRT,Asia Pacific,Tokyo,98,9.20
168.138.197.222,2083,2083,true,NRT,Asia Pacific,Tokyo,77,9.20
150.230.214.218,2053,2053,true,NRT,Asia Pacific,Tokyo,98,9.19
140.238.41.167,8080,8080,false,NRT,Asia Pacific,Tokyo,105,9.19
140.238.36.216,2086,2086,false,NRT,Asia Pacific,Tokyo,99,9.19
168.138.213.210,8080,8080,false,NRT,Asia Pacific,Tokyo,107,9.18
140.238.62.12,2053,2053,true,NRT,Asia Pacific,Tokyo,107,9.17
150.230.214.218,80,80,false,NRT,Asia Pacific,Tokyo,103,9.17
150.230.213.95,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.17
141.147.164.123,80,80,false,NRT,Asia Pacific,Tokyo,102,9.17
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,112,9.17
168.138.209.244,2095,2095,false,NRT,Asia Pacific,Tokyo,103,9.15
138.2.29.250,2052,2052,false,NRT,Asia Pacific,Tokyo,102,9.15
138.2.13.200,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.15
158.179.178.142,8080,8080,false,NRT,Asia Pacific,Tokyo,84,9.15
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.14
140.238.51.89,2082,2082,false,NRT,Asia Pacific,Tokyo,107,9.14
150.230.216.117,2053,2053,true,NRT,Asia Pacific,Tokyo,140,9.13
144.21.56.16,443,443,true,EWR,North America,Newark,184,9.13
140.238.35.195,2086,2086,false,NRT,Asia Pacific,Tokyo,99,9.13
140.238.59.255,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.13
131.186.37.49,2082,2082,false,NRT,Asia Pacific,Tokyo,100,9.13
168.138.206.236,8880,8880,false,NRT,Asia Pacific,Tokyo,98,9.12
193.122.52.127,443,443,true,FRA,Europe,Frankfurt,181,9.12
158.101.144.189,2053,2053,true,NRT,Asia Pacific,Tokyo,136,9.11
158.101.147.4,2052,2052,false,NRT,Asia Pacific,Tokyo,104,9.11
140.238.41.253,8080,8080,false,NRT,Asia Pacific,Tokyo,99,9.11
158.179.188.7,2096,2096,true,NRT,Asia Pacific,Tokyo,97,9.11
141.147.160.221,2083,2083,true,NRT,Asia Pacific,Tokyo,98,9.11
168.138.206.236,2082,2082,false,NRT,Asia Pacific,Tokyo,94,9.10
158.101.155.246,2083,2083,true,NRT,Asia Pacific,Tokyo,91,9.10
140.238.36.216,2087,2087,true,NRT,Asia Pacific,Tokyo,118,9.10
158.101.154.70,2053,2053,true,NRT,Asia Pacific,Tokyo,98,9.10
150.230.221.114,80,80,false,NRT,Asia Pacific,Tokyo,82,9.10
151.145.69.105,2096,2096,true,HKG,Asia Pacific,Hong Kong,133,9.10
150.230.99.173,2086,2086,false,NRT,Asia Pacific,Tokyo,87,9.09
138.2.18.11,2053,2053,true,NRT,Asia Pacific,Tokyo,141,9.09
158.101.146.203,2086,2086,false,NRT,Asia Pacific,Tokyo,98,9.07
150.230.221.114,8080,8080,false,NRT,Asia Pacific,Tokyo,108,9.07
168.138.208.164,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.07
